"","Identifiant","Date (AAAA/MM/JJ)","Heure","Intensité épicentrale","Qualité intensité épicentrale","Nom","Région épicentrale","Choc"
"","640472","1985/09/30","2 h 28 min 1 sec","4","B","BEARN (S-E. OLORON-SAINTE-MARIE ?)","PYRENEES OCCIDENTALES",""
"","90031","1985/10/02","13 h 41 min 47 sec","4.5","B","COUSERANS (VICDESSOS)","PYRENEES CENTRALES",""
"","790036","1985/10/07","13 h 1 min 50 sec","4","A","BOCAGE VENDEEN (BOISME)","POITOU",""
"","90032","1985/10/11","23 h 58 min 16 sec","3","I","COUSERANS (SALAU)","PYRENEES CENTRALES",""
"","880063","1985/11/04","6 h 4 min 14 sec","3","B","HAUTES-VOSGES (REMIREMONT)","VOSGES",""
"","700021","1985/11/05","21 h 35 min 35 sec","3.5","B","PLATEAU DE HAUTE-SAONE (MONTUREUX-SUR-SAONE)","FRANCHE-COMTE",""
"","370025","1985/11/09","21 h 59 min 26 sec","3","C","CHINONAIS (CINAIS)","TOURAINE",""
"","640473","1985/11/21","23 h 35 min 9 sec","4","B","BEARN (PEDESTARRES)","PYRENEES OCCIDENTALES",""
"","40178","1985/12/13","5 h 44 min 9 sec","4.5","B","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES",""
"","640474","1986/01/09","6 h 2 min 47 sec","4","B","PAYS BASQUE (IROULEGUY)","PYRENEES OCCIDENTALES",""
"","340026","1986/01/15","22 h 19 min 17 sec","4","B","VALLEE DE L'ORB (ST-PONS)","LANGUEDOC",""
"","40179","1986/01/17","20 h 27 min 20 sec","4","B","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES",""
"","340028","1986/02/05","6 h 2 min 25 sec","2.5","I","VALLEE DE L'ORB (ST-PONS)","LANGUEDOC","REPLIQUE"
"","640475","1986/02/06","1 h 8 min 11 sec","5","A","BEARN (ARTHEZ-DE-BEARN)","PYRENEES OCCIDENTALES",""
"","640476","1986/02/06","18 h 43 min 26 sec","5","A","PAYS BASQUE (AINCILLE)","PYRENEES OCCIDENTALES",""
"","230032","1986/02/19","13 h 27 min 1 sec","4","B","HAUTE-MARCHE (AZERABLES)","LIMOUSIN",""
"","300028","1986/02/25","17 h 10 min 40 sec","5","A","COSTIERE (E. REMOULINS)","CEVENNES",""
"","40180","1986/03/23","13 h 59 min 24 sec","4.5","B","PREALPES DE DIGNE (VERDACHES)","ALPES PROVENCALES",""
"","640530","1986/04/19","9 h 1 min 50 sec","4","B","OSSAU (CASTET)","PYRENEES OCCIDENTALES",""
"","220027","1986/04/21","4 h 23 min 22 sec","4","B","MONTS D'ARREE (CORLAY)","BRETAGNE",""
"","60135","1986/05/01","0 h 28 min 2 sec","4","C","MEDITERRANEE (S. CAP D'AIL)","ALPES MARITIMES",""
"","740135","1986/05/08","19 h 58 min 31 sec","4","C","CHABLAIS (ST-JEAN-D'AULPS)","ALPES SAVOYARDES",""
"","380114","1986/05/29","19 h 58 min 59 sec","4","C","BAS-PLATEAUX DAUPHINOIS (ST-SYMPHORIEN/OZON)","FOREZ-LYONNAIS",""
"","640484","1986/06/02","22 h 4 min 59 sec","5","B","BEARN (LACQ)","PYRENEES OCCIDENTALES",""
"","90033","1986/06/17","21 h 34 min 33 sec","3","I","COUSERANS (SALAU)","PYRENEES CENTRALES",""
"","120015","1986/06/23","18 h 16 min 10 sec","4","B","VALLEE DU LOT (ESTAING)","QUERCY-ROUERGUE",""
"","1140079","1986/10/26","21 h 56 min 34 sec","4","B","CATALOGNE (AMER)","ESPAGNE",""
"","170110","1986/11/27","5 h 57 min 52 sec","3.5","C","MARAIS POITEVIN (COURCON)","CHARENTES",""
"","640485","1986/12/02","21 h 11 min 3 sec","4","B","BEARN (S. OGEU-LES-BAINS)","PYRENEES OCCIDENTALES",""
"","640486","1986/12/03","2 h 14 min 25 sec","5","B","BEARN (ARAMITS)","PYRENEES OCCIDENTALES",""
"","640487","1987/03/03","10 h 41 min 55 sec","4.5","B","BEARN (ARAMITS)","PYRENEES OCCIDENTALES",""
"","490093","1987/03/05","23 h 9 min 8 sec","4","C","SAUMUROIS (DOUE-LA-FONTAINE)","ANJOU",""
"","230033","1987/04/29","13 h 57 min 10 sec","3","B","HAUTE-MARCHE (SAGNAT)","LIMOUSIN",""
"","640488","1987/05/26","16 h 32 min 58 sec","4.5","B","BEARN (W. ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",""
"","640489","1987/06/26","17 h 13 min 40 sec","4","B","BEARN (S-W. ARTHEZ-S'ASSON)","PYRENEES OCCIDENTALES",""
"","40184","1987/06/28","2 h 12 min 53 sec","4.5","B","PREALPES DE DIGNE (BARLES)","ALPES PROVENCALES",""
"","680122","1987/07/18","8 h 59 min 9 sec","3.5","C","PLAINE DE HAUTE-ALSACE (N. RANTZWILLER ?)","ALSACE",""
"","730203","1987/07/27","22 h 44 min 35 sec","3","C","TARENTAISE (NOTRE-DAME-DU-PRÃ‰)","ALPES SAVOYARDES",""
"","640531","1987/07/29","21 h 43 min 39 sec","4","B","BEARN (ARETTE)","PYRENEES OCCIDENTALES",""
"","740136","1987/08/03","23 h 38 min 3 sec","4","C","FAUCIGNY (BONNEVILLE)","ALPES SAVOYARDES",""
"","880064","1987/08/16","16 h 58 min 32 sec","3","B","VOSGES COMTOISES (LE VAL-D'AJOL)","VOSGES",""
"","640491","1987/11/05","22 h 43 min 58 sec","4","C","BEARN (ACCOUS ?)","PYRENEES OCCIDENTALES",""
"","640490","1987/11/11","7 h 15 min 23 sec","4","B","BEARN (S-W. ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",""
"","650451","1987/11/12","1 h 33 min 13 sec","4","B","LAVEDAN (W. ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","520039","1987/11/14","17 h 5 min 52 sec","4","C","PLATEAU DE HAUTE-SAONE (BUSSIERES/BELMONT)","CHAMPAGNE",""
"","560048","1987/12/01","12 h 8 min 10 sec","4","C","MONTAGNES NOIRES (LANGONNET)","BRETAGNE",""
"","640532","1987/12/11","21 h 6 min 6 sec","4","B","PAYS BASQUE (ST-MARTIN-D'ARROSSA)","PYRENEES OCCIDENTALES",""
"","640492","1987/12/15","7 h 35 min 28 sec","4.5","B","BEARN (AUDEJOS)","PYRENEES OCCIDENTALES",""
"","170111","1988/02/05","8 h 36 min 42 sec","3.5","I","SAINTONGE (SAUJON)","CHARENTES",""
"","630089","1988/02/07","21 h 49 min 6 sec","4","E","LIVRADOIS (N-E. ARLANC)","AUVERGNE",""
"","340029","1988/02/12","19 h 32 min 2 sec","4","B","GARRIGUES (SOMMIERES)","CEVENNES",""
"","1140104","1988/02/20","13 h 32 min 58 sec","4","B","CATALOGNE (SEO DE URGEL)","ESPAGNE",""
"","660088","1988/03/16","21 h 19 min 2 sec","4","B","CATALOGNE (RIBAS-DE-FRESER)","ESPAGNE",""
"","40185","1988/03/26","12 h 17 min 10 sec","4","B","UBAYE (JAUSIERS)","ALPES PROVENCALES",""
"","530020","1988/05/11","0 h 8 min 53 sec","4","B","BASSIN DE LAVAL (LA CHAPELLE-ANTHENAISE)","MAINE",""
"","740137","1988/06/11","22 h 44 min 47 sec","5","C","MASSIF DU MONT-BLANC (CHAMONIX)","ALPES SAVOYARDES",""
"","640533","1988/09/02","22 h 0 min 11 sec","4","B","PAYS BASQUE (IROULEGUY)","PYRENEES OCCIDENTALES",""
"","640534","1988/09/13","19 h 0 min 31 sec","4","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","860047","1988/09/21","17 h 13 min 11 sec","3.5","C","BRANDES DU HAUT-POITOU (ST-GEORGES-LES-BLGX.)","POITOU",""
"","50097","1988/09/29","15 h 13 min 43 sec","3.5","C","BRIANCONNAIS (ST-CHAFFREY)","ALPES DAUPHINOISES",""
"","230034","1988/10/01","0 h 27 min 42 sec","3","B","HAUTE-MARCHE (AZERABLES)","LIMOUSIN",""
"","50098","1988/10/06","22 h 42 min 42 sec","4","I","QUEYRAS (CEILLAC)","ALPES DAUPHINOISES",""
"","640516","1988/10/07","3 h 48 min 20 sec","4","B","BEARN (ISSOR)","PYRENEES OCCIDENTALES",""
"","90034","1988/10/19","2 h 11 min 15 sec","3.5","I","COUSERANS (SALAU)","PYRENEES CENTRALES",""
"","730206","1988/10/29","21 h 3 min 18 sec","4","I","MAURIENNE (EPIERRE)","ALPES SAVOYARDES",""
"","650487","1988/11/24","17 h 53 min 46 sec","4","B","BIGORRE (ST-CREAC ?)","PYRENEES CENTRALES",""
"","170112","1988/12/06","21 h 38 min 58 sec","3","I","AUNIS (AIGREFEUILLE)","CHARENTES",""
"","640517","1988/12/19","6 h 5 min 30 sec","5","B","BEARN (S. LANNE)","PYRENEES OCCIDENTALES",""
"","650473","1989/01/06","19 h 33 min 9 sec","5.5","A","BIGORRE (CAMPAN)","PYRENEES CENTRALES",""
"","490094","1989/02/04","14 h 19 min 9 sec","4","B","MAUGES (BEGROLLES)","ANJOU",""
"","40186","1989/02/12","3 h 52 min 4 sec","4","B","PREALPES DE DIGNE (LA JAVIE)","ALPES PROVENCALES",""
"","170113","1989/02/13","17 h 32 min 50 sec","4","B","ILE D'OLERON","CHARENTES",""
"","170114","1989/02/14","0 h 47 min 2 sec","4","B","ILE D'OLERON","CHARENTES",""
"","640518","1989/02/25","2 h 55 min 18 sec","4","B","BEARN (ARTHEZ-DE-BEARN)","PYRENEES OCCIDENTALES",""
"","640519","1989/03/10","13 h 52 min 24 sec","4","B","BEARN (BESINGRAND)","PYRENEES OCCIDENTALES",""
"","730204","1989/03/11","18 h 42 min 50 sec","4","C","BEAUFORTIN (N. BOURG-SAINT-MAURICE)","ALPES SAVOYARDES",""
"","650472","1989/03/21","5 h 16 min 58 sec","4","B","BIGORRE (S-E. GAZOST)","PYRENEES CENTRALES",""
"","250034","1989/04/30","3 h 38 min 2 sec","4.5","B","AVANT-PAYS JURASSIEN (FROIDEVAUX)","FRANCHE-COMTE",""
"","30035","1989/05/03","7 h 44 min 11 sec","4","B","HAUTE-MARCHE (LA CHAPELAUDE)","BOURBONNAIS",""
"","640522","1989/05/30","6 h 28 min 10 sec","5","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","680123","1989/09/03","15 h 9 min 46 sec","4","B","PLAINE DE HAUTE-ALSACE (SOPPE-LE-HAUT)","ALSACE",""
"","1130499","1989/12/26","20 h 0 min 0 sec","5","E","MEDITERRANEE (S. NICE)","ALPES MARITIMES",""
"","730205","1990/01/20","19 h 25 min 22 sec","3.5","B","MAURIENNE (LANSLEBOURG-MONT-CENIS)","ALPES SAVOYARDES",""
"","1130500","1990/02/11","7 h 0 min 38 sec","5.5","E","PIEMONT (TORINO)","ITALIE",""
"","640523","1990/02/11","20 h 13 min 2 sec","4","A","BEARN (S-W. ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",""
"","640524","1990/02/28","13 h 23 min 44 sec","4","B","PAYS BASQUE (S.E. LARRAU)","PYRENEES OCCIDENTALES",""
"","640525","1990/03/27","3 h 32 min 13 sec","5","B","BEARN (ARETTE)","PYRENEES OCCIDENTALES",""
"","1130501","1990/04/15","7 h 50 min 36 sec","4","C","RIVIERA DI PONENTE (SAN REMO)","ITALIE",""
"","880076","1990/05/14","21 h 42 min 35 sec","3.5","B","HAUTES-VOSGES (GERARDMER)","VOSGES",""
"","360033","1990/06/02","14 h 33 min 12 sec","5","B","MARCHE-BOISCHAUT (ARGENTON-SUR-CREUSE)","BERRY",""
"","640527","1990/06/12","18 h 48 min 58 sec","5","B","BEARN (S-W. ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",""
"","1140105","1990/08/05","21 h 32 min 26 sec","4","B","RIBAGORZA (POBLA DE SEGUR)","ESPAGNE",""
"","650474","1990/10/16","14 h 25 min 31 sec","4","A","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","1140106","1990/10/18","1 h 19 min 53 sec","3","C","CATALOGNE (SEO DE URGEL)","ESPAGNE",""
"","640528","1990/10/31","6 h 46 min 48 sec","5","A","BEARN (LACQ)","PYRENEES OCCIDENTALES",""
"","640529","1990/11/02","21 h 25 min 27 sec","5","A","BEARN (ISSOR)","PYRENEES OCCIDENTALES",""
"","40190","1990/11/09","10 h 59 min 2 sec","4","B","PLATEAU DE VALENSOLE (MOUSTIERS-STE-MARIE)","ALPES PROVENCALES",""
"","880067","1990/11/14","2 h 35 min 43 sec","4","B","HAUTES-VOSGES (RUPT-SUR-MOSELLE)","VOSGES",""
"","640537","1991/02/08","18 h 35 min 57 sec","4","A","BEARN (S. BARCUS)","PYRENEES OCCIDENTALES",""
"","50099","1991/02/11","15 h 43 min 45 sec","6","B","BRIANCONNAIS (BRIANCON)","ALPES DAUPHINOISES",""
"","640538","1991/04/01","23 h 47 min 47 sec","4.5","A","PAYS BASQUE (IDAUX-MENDY)","PYRENEES OCCIDENTALES",""
"","230036","1991/05/22","13 h 41 min 12 sec","4","A","HAUTE-MARCHE (MORTROUX)","LIMOUSIN","PRECURSEUR"
"","230037","1991/06/09","0 h 34 min 3 sec","4","B","HAUTE-MARCHE (MORTROUX)","LIMOUSIN",""
"","490097","1991/12/06","19 h 34 min 4 sec","4","A","VAL D'ANJOU (LA BREILLE-LES-PINS)","ANJOU",""
"","620017","1991/12/14","13 h 30 min 56 sec","5","B","BOULONNAIS (LONGUEVILLE)","FLANDRE-ARTOIS",""
"","40192","1992/01/02","2 h 12 min 28 sec","4","B","UBAYE (LE LAUZET)","ALPES PROVENCALES",""
"","170115","1992/01/25","4 h 13 min 19 sec","5","B","PERTUIS BRETON (N. ST-MARTIN-DE-RE)","CHARENTES",""
"","640540","1992/02/03","8 h 16 min 10 sec","5","B","BEARN (LACQ)","PYRENEES OCCIDENTALES",""
"","1140117","1992/03/19","18 h 53 min 20 sec","4","B","CERDAGNE (PUIGCERDA)","ESPAGNE",""
"","1100110","1992/04/13","1 h 20 min 3 sec","6.5","A","LIMBOURG (ROERMOND)","HOLLANDE",""
"","640542","1992/07/30","0 h 15 min 6 sec","5","A","BEARN (LACQ)","PYRENEES OCCIDENTALES",""
"","10036","1992/12/28","3 h 14 min 44 sec","4.5","B","BUGEY (N-W. BELLEY)","BRESSE ET JURA BRESSAN",""
"","440073","1993/03/13","11 h 36 min 17 sec","5.5","A","PRESQU'ILE GUERANDAISE (ST-MOLF)","PAYS NANTAIS ET VENDEEN",""
"","1130502","1993/03/15","23 h 43 min 30 sec","4.5","E","PIEMONT (DEMONTE)","ITALIE",""
"","650492","1993/05/27","6 h 12 min 9 sec","5","B","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","640543","1993/06/07","7 h 19 min 31 sec","4.5","A","BEARN (LACQ)","PYRENEES OCCIDENTALES",""
"","1140118","1993/10/08","22 h 9 min 37 sec","3.5","E","CERDAGNE (CARALPS)","ESPAGNE",""
"","1140119","1993/11/05","8 h 39 min 25 sec","2","I","CERDAGNE (CARALPS)","ESPAGNE",""
"","650489","1993/11/17","17 h 50 min 57 sec","4.5","C","BIGORRE (S-E. GAZOST)","PYRENEES CENTRALES",""
"","790040","1993/12/12","2 h 58 min 55 sec","5","A","VALLEE DU LAYON (CLERE)","ANJOU",""
"","380115","1994/02/03","3 h 46 min 1 sec","5","A","LAC D'AIGUEBELETTE","ALPES SAVOYARDES",""
"","640544","1994/02/13","10 h 28 min 12 sec","5","B","BEARN (ARETTE)","PYRENEES OCCIDENTALES",""
"","650493","1994/03/03","4 h 2 min 7 sec","4","A","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","110014","1994/05/25","3 h 35 min 37 sec","4.5","B","CORBIERES (LEZIGNAN)","LANGUEDOC",""
"","110015","1994/06/15","3 h 29 min 39 sec","4.5","B","CORBIERES (QUILLAN)","LANGUEDOC",""
"","650495","1994/07/02","17 h 42 min 50 sec","3.5","B","BIGORRE (CAMPAN)","PYRENEES CENTRALES",""
"","730219","1994/08/01","21 h 39 min 28 sec","4","I","PELVOUX (ST-JEAN-D'ARVES)","ALPES SAVOYARDES",""
"","40193","1994/11/24","21 h 17 min 36 sec","4","B","HAUT-VERDON (ROUGON)","ALPES PROVENCALES",""
"","1150081","1994/11/30","16 h 31 min 21 sec","4.5","C","PLAINE DE CAEN (N. COURSEULLES)","NORMANDIE",""
"","740150","1994/12/14","8 h 56 min 0 sec","6","A","GENEVOIS (LES VILLARDS-SUR-THONES)","ALPES SAVOYARDES",""
"","640545","1995/02/12","15 h 31 min 6 sec","4.5","B","BEARN (ASSON)","PYRENEES OCCIDENTALES",""
"","790042","1995/03/21","3 h 35 min 38 sec","4","B","BOCAGE VENDEEN (LES AUBIERS)","POITOU",""
"","60144","1995/03/31","3 h 34 min 39 sec","3","I","ALPES NICOISES (VALDEBLORE)","ALPES MARITIMES",""
"","1130560","1995/04/21","8 h 2 min 56 sec","6","C","RIVIERA DI PONENTE (VINTIMILLE)","ITALIE",""
"","1100111","1995/06/20","1 h 54 min 49 sec","5.5","C","HAINAUT (THUIN)","BELGIQUE",""
"","740151","1995/08/02","3 h 5 min 18 sec","4","B","AVANT-PAYS SAVOYARD (SILLINGY)","ALPES SAVOYARDES",""
"","740152","1995/08/21","19 h 32 min 15 sec","3.5","I","AVANT-PAYS SAVOYARD (SILLINGY)","ALPES SAVOYARDES",""
"","730220","1995/09/04","17 h 2 min 55 sec","4","B","BAUGES (JARSY)","ALPES SAVOYARDES",""
"","730221","1995/09/04","21 h 1 min 41 sec","4","B","BAUGES (AILLON)","ALPES SAVOYARDES",""
"","230039","1995/09/15","18 h 24 min 25 sec","3.5","B","HAUTE-MARCHE (LA SOUTERRAINE ?)","LIMOUSIN",""
"","670144","1995/10/03","4 h 43 min 9 sec","5","B","PLAINE DE BASSE-ALSACE (ANDLAU)","ALSACE",""
"","640546","1996/01/06","2 h 36 min 52 sec","4","B","BEARN (ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",""
"","640547","1996/01/06","3 h 14 min 24 sec","5","B","BEARN (LYS)","PYRENEES OCCIDENTALES",""
"","640548","1996/01/14","12 h 19 min 17 sec","4","A","BEARN (LACQ)","PYRENEES OCCIDENTALES",""
"","640549","1996/01/14","17 h 11 min 55 sec","4","B","BEARN (LACQ)","PYRENEES OCCIDENTALES",""
"","640550","1996/01/24","1 h 14 min 15 sec","4","B","BEARN (LACQ)","PYRENEES OCCIDENTALES",""
"","640551","1996/02/01","5 h 0 min 48 sec","4","B","BEARN (ARBEOST)","PYRENEES OCCIDENTALES",""
"","60154","1996/02/12","16 h 31 min 53 sec","4","B","ALPES NICOISES (L'ESCARENE)","ALPES MARITIMES",""
"","660095","1996/02/18","1 h 45 min 46 sec","6","A","FENOUILLEDES (ST-PAUL-DE-FENOUILLET)","PYRENEES ORIENTALES",""
"","40201","1996/02/18","4 h 16 min 35 sec","5.5","B","QUEYRAS (CERVIERES)","ALPES DAUPHINOISES",""
"","300029","1996/03/25","4 h 27 min 31 sec","3.5","B","COTES DU RHONE (ROCHEFORT-DU-GARD)","CEVENNES",""
"","110017","1996/03/29","11 h 45 min 11 sec","4","B","LITTORAL LANGUEDOCIEN (PORT-LA-NOUVELLE)","LANGUEDOC",""
"","60155","1996/04/18","5 h 31 min 41 sec","4","B","ALPES NICOISES (ISOLA)","ALPES MARITIMES",""
"","740153","1996/07/15","0 h 13 min 31 sec","7","A","AVANT-PAYS SAVOYARD (EPAGNY-ANNECY)","ALPES SAVOYARDES",""
"","740154","1996/07/23","4 h 8 min 42 sec","5","A","AVANT-PAYS SAVOYARD (EPAGNY-ANNECY)","ALPES SAVOYARDES","REPLIQUE"
"","660096","1996/08/15","17 h 39 min 16 sec","4","B","FENOUILLEDES (ST-PAUL-DE-FENOUILLET)","PYRENEES ORIENTALES","REPLIQUE"
"","640552","1996/08/24","14 h 33 min 22 sec","3.5","B","PAYS BASQUE (ESPELETTE)","PYRENEES OCCIDENTALES",""
"","60156","1996/10/17","15 h 21 min 39 sec","3.5","C","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES",""
"","60157","1996/11/24","0 h 27 min 9 sec","3.5","I","ALPES NICOISES (LA BRIGUE)","ALPES MARITIMES",""
"","500052","1996/11/26","20 h 21 min 35 sec","4.5","C","AVRANCHIN (GENETS)","NORMANDIE",""
"","160048","1996/12/01","11 h 52 min 46 sec","5","B","ANGOUMOIS (XAMBES)","CHARENTES",""
"","660097","1996/12/16","11 h 35 min 41 sec","4.5","B","FENOUILLEDES (ST-PAUL-DE-FENOUILLET)","PYRENEES ORIENTALES","REPLIQUE"
"","850055","1997/01/12","1 h 24 min 1 sec","5","B","BOCAGE VENDEEN (BESSAY)","PAYS NANTAIS ET VENDEEN",""
"","680131","1997/02/01","14 h 1 min 59 sec","4","A","PLAINE DE HAUTE-ALSACE (RIXHEIM)","ALSACE",""
"","60172","1997/06/26","6 h 8 min 35 sec","5","A","ALPES NICOISES (LANTOSQUE)","ALPES MARITIMES",""
"","310036","1997/07/02","3 h 20 min 5 sec","4","B","HAUT-COMMINGES (ST-BEAT)","PYRENEES CENTRALES",""
"","790043","1997/09/30","3 h 5 min 1 sec","4","C","MELLOIS (POUFFONDS)","POITOU",""
"","40205","1997/10/03","15 h 3 min 36 sec","3","I","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES",""
"","40203","1997/10/31","4 h 23 min 44 sec","6","B","PREALPES DE DIGNE (PRADS-HAUTE-BLEONE)","ALPES PROVENCALES",""
"","640555","1997/12/04","22 h 51 min 47 sec","5.5","B","BEARN (LACQ)","PYRENEES OCCIDENTALES",""
"","640556","1997/12/06","20 h 33 min 1 sec","5","B","BEARN (LAGOR)","PYRENEES OCCIDENTALES",""
"","570020","1998/01/05","4 h 47 min 54 sec","4.5","B","BASSIN SARROIS (BETTING-LES- SAINT-AVOLD)","LORRAINE",""
"","850056","1998/01/24","19 h 19 min 44 sec","3","B","BOCAGE VENDEEN (LA ROCHE-SUR-YON)","PAYS NANTAIS ET VENDEEN",""
"","130134","1998/02/18","3 h 30 min","3.5","B","BASSE-PROVENCE (W. MIMET)","PROVENCE",""
"","650496","1998/03/14","5 h 37 min 22 sec","4","B","BIGORRE (CAMPAN)","PYRENEES CENTRALES",""
"","560052","1998/06/11","17 h 52 min 19 sec","3.5","B","VANNETAIS (VANNES)","BRETAGNE",""
"","650497","1998/11/28","13 h 32 min 7 sec","5","A","LAVEDAN (W. ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","640557","1998/12/01","23 h 47 min 58 sec","3","B","BEARN (BARCUS)","PYRENEES OCCIDENTALES",""
"","640558","1998/12/29","12 h 24 min 19 sec","4","B","PAYS BASQUE (N. LARRAU)","PYRENEES OCCIDENTALES",""
"","380117","1999/01/11","3 h 36 min 37 sec","5.5","A","DRAC (ST-GEORGES-DE-COMMIERS)","DAUPHINE",""
"","640561","1999/02/16","1 h 50 min","5","B","PAYS BASQUE (UREPEL)","PYRENEES OCCIDENTALES",""
"","640559","1999/06/11","2 h 8 min 19 sec","4","A","BEARN (MENDITTE)","PYRENEES OCCIDENTALES",""
"","640560","1999/06/11","11 h 47 min 58 sec","5","A","BEARN (ASASP-ARROS)","PYRENEES OCCIDENTALES",""
"","1140124","1999/08/23","22 h 30 min 32 sec","4","E","RIBAGORZA (N. BENASQUE)","ESPAGNE",""
"","1110219","1999/09/11","1 h 12 min 57 sec","5","E","PFALZ (TRIER)","ALLEMAGNE",""
"","380116","1999/09/13","23 h 27 min 11 sec","4.5","B","BAS-PLATEAUX DAUPHINOIS (BIOL)","DAUPHINE",""
"","370031","1999/10/03","20 h 3 min 34 sec","4","A","PAYS LOCHOIS","TOURAINE",""
"","310037","1999/10/04","18 h 14 min 26 sec","6","A","HAUT-COMMINGES (CIERP)","PYRENEES CENTRALES",""
"","60158","1999/11/01","17 h 22 min 35 sec","5","B","ALPES NICOISES (PEILLE)","ALPES MARITIMES",""
"","240004","2000/02/23","15 h 46 min 40 sec","5","A","RIBERACOIS (CHAMPAGNE-ET-FONTAINE)","AQUITAINE",""
"","640562","2000/03/13","4 h 16 min 8 sec","5","A","PAYS BASQUE (LOHITZUN-OYHERCQ)","PYRENEES OCCIDENTALES",""
"","570021","2000/06/14","2 h 25 min 21 sec","4.5","B","BASSIN SARROIS (HAM-SOUS-VARSBERG)","LORRAINE",""
"","740155","2000/08/19","8 h 37 min 26 sec","4.5","A","FAUCIGNY (MAGLAND)","ALPES SAVOYARDES",""
"","1120283","2000/11/13","16 h 30 min 41 sec","5","I","JURA SUISSE (SOLOTHURN)","SUISSE",""
"","60170","2000/12/19","14 h 20 min 50 sec","4","A","ALPES NICOISES (LA TRINITE)","ALPES MARITIMES",""
"","60171","2000/12/20","5 h 45 min 15 sec","3.5","B","ALPES NICOISES (CONTES)","ALPES MARITIMES","REPLIQUE"
"","1120281","2001/02/23","22 h 19 min 54 sec","5","C","VALAIS (MARTIGNY)","SUISSE",""
"","1130568","2001/02/25","18 h 34 min 44 sec","5.5","C","MEDITERRANEE (S-E NICE)","ALPES MARITIMES",""
"","570022","2001/03/16","10 h 13 min 55 sec","4.5","B","BASSIN SARROIS (FORBACH)","LORRAINE",""
"","790045","2001/04/05","17 h 26 min 59 sec","5","A","MELLOIS (SEPVRET)","POITOU",""
"","850058","2001/06/08","13 h 26 min 53 sec","5","A","BOCAGE VENDEEN (CHANTONNAY)","PAYS NANTAIS ET VENDEEN",""
"","570023","2001/06/21","19 h 55 min 49 sec","5.5","B","BASSIN SARROIS (ROSBRUCK)","LORRAINE",""
"","170117","2001/06/25","6 h 49 min 18 sec","4","C","ILE D'OLERON","CHARENTES",""
"","40207","2001/07/01","19 h 37 min 25 sec","3.5","I","UBAYE (LARCHE)","ALPES PROVENCALES",""
"","640563","2001/12/12","12 h 10 min 52 sec","4.5","B","PAYS BASQUE (E. MENDIVE)","PYRENEES OCCIDENTALES",""
"","120017","2002/02/18","6 h 11 min 44 sec","4.5","B","LEVEZOU (N-W. MILLAU)","QUERCY-ROUERGUE",""
"","850060","2002/03/14","13 h 32 min 47 sec","4","A","BOCAGE VENDEEN (BOURNEZEAU)","PAYS NANTAIS ET VENDEEN",""
"","290040","2002/04/23","6 h 45 min 38 sec","4","A","CORNOUAILLE (MELGVEN)","BRETAGNE",""
"","650500","2002/05/16","14 h 56 min 35 sec","6","B","LAVEDAN (AUCUN)","PYRENEES CENTRALES",""
"","650501","2002/05/16","15 h 14 min 46 sec","5","A","LAVEDAN (SIREIX)","PYRENEES CENTRALES",""
"","370032","2002/08/06","17 h 25 min 14 sec","4","A","VALLEE DE LA LOIRE (LANGEAIS)","TOURAINE",""
"","640564","2002/09/05","20 h 42 min 16 sec","5","A","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","560053","2002/09/30","6 h 44 min 48 sec","5.5","A","VANNETAIS (HENNEBONT-BRANDERION)","BRETAGNE",""
"","650499","2002/12/09","13 h 44 min 54 sec","3.5","B","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","640565","2002/12/11","20 h 9 min 53 sec","5","A","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","640566","2002/12/12","17 h 59 min 51 sec","5","A","BEARN (ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",""
"","640567","2003/01/21","18 h 1 min 1 sec","5","A","OSSAU (LOUVIE-JUZON)","PYRENEES OCCIDENTALES",""
"","850061","2003/02/14","4 h 49 min 17 sec","5","A","PLAINE VENDEENNE (S.S-O. FONTENAY-LE-COMTE)","PAYS NANTAIS ET VENDEEN",""
"","880077","2003/02/22","20 h 41 min 6 sec","6.5","A","PAYS FORESTIER SOUS-VOSGIEN (RAMBERVILLERS)","VOSGES",""
