"","Identifiant","Date (AAAA/MM/JJ)","Heure","Intensité épicentrale","Qualité intensité épicentrale","Nom","Région épicentrale","Choc"
"","200019","1979/03/27","3 h 0 min 3 sec","5","A","NEBBIO (VIGNALE)","CORSE",""
"","260176","1979/04/16","12 h 27 min 12 sec","5.5","B","DIOIS (CHASTEL-ARNAUD)","DAUPHINE",""
"","650001","1979/04/19","5 h 7 min 59 sec","3.5","B","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","640158","1979/04/20","19 h 40 min 47 sec","4.5","A","BEARN (LACQ)","PYRENEES OCCIDENTALES",""
"","620001","1979/05/17","1 h 22 min 17 sec","4.5","A","FLANDRE (ARQUES)","FLANDRE-ARTOIS",""
"","1140103","1979/05/25","1 h 42 min 59 sec","5","B","CATALOGNE (ANGLES)","ESPAGNE",""
"","1120082","1979/07/03","21 h 13 min 11 sec","5","E","PLATEAU SUISSE (MORAT)","SUISSE",""
"","640159","1979/07/06","11 h 59 min 49 sec","4","A","OSSAU (ASTE-BEON)","PYRENEES OCCIDENTALES",""
"","640418","1979/07/18","15 h 17 min","3","C","BEARN (ARETTE)","PYRENEES OCCIDENTALES",""
"","40147","1979/09/01","20 h 16 min 5 sec","4.5","B","UBAYE (ST-PAUL)","ALPES PROVENCALES",""
"","680090","1979/09/25","23 h 20 min","4","A","SUNDGAU (ATTENSCHWILLER)","ALSACE",""
"","650002","1979/09/28","5 h 28 min 46 sec","5","B","HAUT-COMMINGES (ANERES-MONTREJEAU)","PYRENEES CENTRALES",""
"","40153","1979/10/07","8 h 57 min 56 sec","3","I","MOYENNE-DURANCE (MANOSQUE)","ALPES PROVENCALES",""
"","670115","1979/10/27","14 h 58 min 54 sec","4.5","B","PLAINE DE BASSE-ALSACE (MARCKOLSHEIM)","ALSACE",""
"","670116","1979/10/31","6 h 31 min 40 sec","4","A","PLAINE DE BASSE-ALSACE (MARCKOLSHEIM)","ALSACE","REPLIQUE"
"","380099","1979/11/22","7 h 24 min 7 sec","6","A","VERCORS (MONTEYNARD)","DAUPHINE",""
"","380098","1979/11/22","6 h 26 min 49 sec","4","C","VERCORS (MONTEYNARD)","DAUPHINE","PRECURSEUR"
"","1130136","1979/11/28","12 h 9 min 18 sec","3","C","MEDITERRANEE (S-E. CAP MARTIN)","ALPES MARITIMES",""
"","60112","1979/12/04","8 h 47 min 40 sec","4","I","ALPES NICOISES (ISOLA)","ALPES MARITIMES",""
"","660002","1979/12/05","23 h 2 min 30 sec","5","A","VALLESPIR (PRATS-DE-MOLLO)","PYRENEES ORIENTALES",""
"","40148","1979/12/26","19 h 41 min 4 sec","5","A","MOYENNE-DURANCE (VOLX)","ALPES PROVENCALES",""
"","1130135","1980/01/05","14 h 32 min 28 sec","7","B","PIEMONT (PINEROLO)","ITALIE",""
"","740118","1980/01/11","10 h 48 min 35 sec","3","B","AVANT-PAYS SAVOYARD (THONON-LES-BAINS)","ALPES SAVOYARDES",""
"","640413","1980/02/18","22 h","4","B","BEARN (AUDEJOS)","PYRENEES OCCIDENTALES","PRECURSEUR"
"","640416","1980/02/19","11 h","4","B","BEARN (LABASTIDE-CEZERACQ)","PYRENEES OCCIDENTALES","REPLIQUE"
"","640414","1980/02/19","4 h 25 min 31 sec","4.5","B","BEARN (AUDEJOS)","PYRENEES OCCIDENTALES",""
"","640001","1980/02/29","20 h 40 min 50 sec","7.5","A","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","640005","1980/02/29","22 h 58 min 2 sec","4","C","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","640003","1980/02/29","21 h 1 min 58 sec","6","E","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","170103","1980/02/29","2 h 37 min 24 sec","3.5","I","BAS-PAYS CHARENTAIS (ST-AGNANT)","CHARENTES",""
"","640025","1980/03/01","22 h 5 min 56 sec","3.5","C","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","640028","1980/03/02","2 h 22 min 32 sec","5","E","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","640045","1980/03/03","13 h 21 min 29 sec","3.5","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","640040","1980/03/03","0 h 33 min 13 sec","3.5","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","640052","1980/03/04","4 h 39 min 26 sec","4","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","640079","1980/03/07","15 h 23 min 49 sec","4","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","310030","1980/03/11","14 h 15 min 48 sec","5","B","HAUT-COMMINGES (ORE, ST-BEAT)","PYRENEES CENTRALES",""
"","40150","1980/03/15","8 h 0 min 48 sec","5","B","PREALPES DE DIGNE (LA JAVIE)","ALPES PROVENCALES",""
"","1130140","1980/03/16","22 h 17 min 55 sec","4","C","MEDITERRANEE (S. MENTON)","ALPES MARITIMES",""
"","50087","1980/03/16","11 h 57 min 42 sec","4","I","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",""
"","640131","1980/03/18","1 h 20 min","3.5","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","30029","1980/03/18","15 h 19 min 25 sec","4","E","COMBRAILLE (ST-POURCAIN-SUR-SIOULE ?)","BOURBONNAIS",""
"","50086","1980/03/21","15 h 9 min 3 sec","3.5","A","LARAGNE (N-E. LARAGNE-MONTEGLIN)","ALPES DAUPHINOISES",""
"","630075","1980/04/01","1 h 24 min 35 sec","4","B","MONTS-DORE (LE MONT-DORE)","AUVERGNE",""
"","30031","1980/04/05","23 h","3","I","VALLEE DE L'AUMANCE (HERISSON)","BOURBONNAIS",""
"","30030","1980/04/09","11 h 50 min","3.5","I","VALLEE DE L'ALLIER (VICHY)","BOURBONNAIS",""
"","660085","1980/05/17","1 h 14 min 19 sec","5","C","CONFLENT (MONT-CANIGOU)","PYRENEES ORIENTALES",""
"","680091","1980/07/15","12 h 17 min 22 sec","6.5","B","PLAINE DE HAUTE-ALSACE (HABSHEIM)","ALSACE",""
"","680094","1980/07/15","12 h 54 min 46 sec","4","C","PLAINE DE HAUTE-ALSACE (HABSHEIM)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","680099","1980/07/15","15 h 32 min 17 sec","4","C","PLAINE DE HAUTE-ALSACE (HABSHEIM)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","680097","1980/07/15","13 h 31 min 42 sec","3","C","PLAINE DE HAUTE-ALSACE (HABSHEIM)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","680101","1980/07/16","15 h 0 min 50 sec","4.5","B","PLAINE DE HAUTE-ALSACE (HABSHEIM)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","680100","1980/07/16","3 h 38 min 18 sec","4.5","B","PLAINE DE HAUTE-ALSACE (HABSHEIM)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","680102","1980/07/18","23 h 3 min 52 sec","5","E","PLAINE DE HAUTE-ALSACE (HABSHEIM)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","680103","1980/07/19","20 h 27 min 49 sec","4.5","I","PLAINE DE HAUTE-ALSACE (HOMBOURG)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","680106","1980/07/22","22 h 46 min 24 sec","5.5","C","PLAINE DE HAUTE-ALSACE (BRUNSTATT)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","680105","1980/07/22","9 h 59 min 33 sec","3.5","C","PLAINE DE HAUTE-ALSACE (HABSHEIM)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","640421","1980/07/25","11 h 45 min","3","I","BEARN (MONTORY)","PYRENEES OCCIDENTALES",""
"","640420","1980/07/25","4 h","3","I","BEARN (MONTORY)","PYRENEES OCCIDENTALES",""
"","640419","1980/07/27","7 h 14 min 34 sec","5.5","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","860033","1980/07/27","23 h 42 min 7 sec","4","B","BRANDES DU HAUT-POITOU (BOURG-ARCHAMBAUTL)","POITOU",""
"","680109","1980/09/19","1 h 54 min 19 sec","5","A","PLAINE DE HAUTE-ALSACE (RIXHEIM)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","1130141","1980/10/10","21 h 42 min 50 sec","5","B","UBAYE (LARCHE)","ALPES PROVENCALES",""
"","640426","1980/10/12","7 h 6 min 3 sec","4","I","BEARN (ARTIX)","PYRENEES OCCIDENTALES",""
"","390024","1980/11/30","0 h 6 min 8 sec","3","A","JURA (VESCLES)","FRANCHE-COMTE",""
"","740119","1980/12/02","5 h 58 min 13 sec","6.5","B","BAUGES (FAVERGES)","ALPES SAVOYARDES",""
"","740121","1980/12/02","6 h 42 min 48 sec","4","E","BAUGES (FAVERGES)","ALPES SAVOYARDES","REPLIQUE"
"","740120","1980/12/02","6 h 14 min 59 sec","4","E","BAUGES (FAVERGES)","ALPES SAVOYARDES","REPLIQUE"
"","200020","1980/12/11","0 h 24 min 32 sec","4","B","CASTAGNICCIA (CERVIONE)","CORSE",""
"","1130142","1981/01/04","4 h 9 min 19 sec","4","B","PIEMONT (S-E. VALDIERI ?)","ITALIE",""
"","1140057","1981/01/31","7 h 55 min 54 sec","5","C","VAL D'ARAN (SIERRA DE PILAS)","ESPAGNE",""
"","640417","1981/02/05","21 h 56 min 3 sec","6","A","BEARN (NAVARRENX)","PYRENEES OCCIDENTALES",""
"","1130144","1981/02/08","4 h 30 min 11 sec","5","E","PIEMONT (SUSA ?)","ITALIE",""
"","680111","1981/03/23","21 h 29 min 4 sec","5","B","PLAINE DE HAUTE-ALSACE (ROSENAU)","ALSACE",""
"","1130146","1981/04/22","4 h 26 min 22 sec","6","E","MEDITERRANEE (S. SAN REMO)","ITALIE",""
"","640427","1981/05/11","1 h 52 min 57 sec","5","A","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","REPLIQUE"
"","650424","1981/07/19","19 h 58 min 35 sec","5","B","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","680112","1981/07/21","21 h 50 min 17 sec","4.5","C","PLAINE DE HAUTE-ALSACE (BRUNSTATT)","ALSACE",""
"","490076","1981/08/31","2 h 28 min 47 sec","5","A","VALLEE DU LAYON (CLERE)","ANJOU",""
"","1150032","1981/09/04","4 h 41 min 59 sec","5","B","MANCHE (N. ABER VRAC'H)","BRETAGNE",""
"","650425","1981/09/28","1 h 41 min 51 sec","5","B","LAVEDAN (FERRIERES)","PYRENEES CENTRALES",""
"","630076","1981/10/24","23 h 12 min 27 sec","4","A","LIMAGNE (PESSAT-VILLENEUVE)","AUVERGNE",""
"","640431","1982/01/06","16 h 32 min 49 sec","6.5","B","PAYS BASQUE (ST-JEAN-LE-VIEUX)","PYRENEES OCCIDENTALES",""
"","640432","1982/01/06","17 h 22 min 11 sec","4","B","PAYS BASQUE (ST-JEAN-LE-VIEUX)","PYRENEES OCCIDENTALES","REPLIQUE"
"","640433","1982/01/13","6 h 18 min","4","C","PAYS BASQUE (TROIS-VILLES)","PYRENEES OCCIDENTALES",""
"","640448","1982/01/27","0 h 18 min 58 sec","4","C","BEARN (VAL-DU-GAVE-D'ASPE)","PYRENEES OCCIDENTALES",""
"","700020","1982/03/21","12 h 20 min 7 sec","3","I","PLATEAU DE HAUTE-SAONE (SCEY-SUR-SAONE)","FRANCHE-COMTE",""
"","640446","1982/04/24","17 h 5 min 30 sec","5","A","BEARN (SARRANCE)","PYRENEES OCCIDENTALES",""
"","1150033","1982/04/28","21 h 33 min 1 sec","4","C","MANCHE (N. ABER VRAC'H)","BRETAGNE",""
"","640439","1982/06/11","19 h 48 min 45 sec","4","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES","PRECURSEUR"
"","640438","1982/06/12","17 h 23 min 51 sec","5","C","OSSAU (CASTET ?)","PYRENEES OCCIDENTALES","REPLIQUE"
"","640437","1982/06/12","9 h 59 min 12 sec","5.5","A","OSSAU (CASTET)","PYRENEES OCCIDENTALES",""
"","640444","1982/08/25","20 h 59 min 2 sec","6","C","BEARN (S. ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",""
"","650441","1982/08/31","13 h 24 min 55 sec","3.5","I","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","60115","1982/09/02","21 h 45 min 25 sec","4.5","A","ALPES NICOISES (VALDEBLORE)","ALPES MARITIMES",""
"","40161","1982/09/29","19 h 44 min 18 sec","3.5","I","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES",""
"","1110105","1982/10/04","4 h 6 min 32 sec","4","E","FORET NOIRE (KANDERN ?)","ALLEMAGNE",""
"","170105","1982/10/23","9 h 54 min 29 sec","4","B","AUNIS (CHATELAILLON-PLAGE)","CHARENTES",""
"","880047","1982/11/02","23 h 56 min 3 sec","4","B","HAUTES-VOSGES (LE SYNDICAT)","VOSGES",""
"","630086","1982/11/07","2 h 1 min 15 sec","5","B","COMBRAILLE (ST-ELOY-LES-MINES)","AUVERGNE",""
"","740126","1982/11/08","14 h 37 min 5 sec","4","C","FAUCIGNY (BONNEVILLE)","ALPES SAVOYARDES","REPLIQUE"
"","740123","1982/11/08","13 h 2 min 31 sec","5","A","FAUCIGNY (BONNEVILLE)","ALPES SAVOYARDES",""
"","740125","1982/11/08","13 h 26 min 9 sec","3","C","FAUCIGNY (BONNEVILLE)","ALPES SAVOYARDES","REPLIQUE"
"","740124","1982/11/08","13 h 7 min 56 sec","3","I","FAUCIGNY (BONNEVILLE)","ALPES SAVOYARDES","REPLIQUE"
"","440064","1982/11/09","13 h 44 min 47 sec","3.5","A","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",""
"","670129","1982/11/21","6 h 55 min 11 sec","3.5","B","PLAINE DE BASSE-ALSACE (OBENHEIM)","ALSACE",""
"","730192","1982/11/22","1 h 55 min 19 sec","3","C","MAURIENNE (ST-JEAN-DE-MAURIENNE)","ALPES SAVOYARDES",""
"","290034","1982/12/21","18 h 45 min 41 sec","5","A","PAYS DE BREST (GUIPAVAS)","BRETAGNE",""
"","1130151","1982/12/23","14 h 48 min 13 sec","5","E","MEDITERRANEE (GOLFE DU LION)","LANGUEDOC",""
"","860032","1983/01/01","19 h 1 min 57 sec","3","C","PLAINES DU HAUT-POITOU (CHALANDRAY)","POITOU",""
"","640459","1983/01/16","7 h 23 min 1 sec","3.5","E","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","630087","1983/01/21","9 h 41 min 56 sec","4","C","MONTS-DORE (ROCHEFORT-MONTAGNE)","AUVERGNE",""
"","1130153","1983/01/22","12 h 51 min 57 sec","5","E","PIEMONT (SUSA)","ITALIE",""
"","640449","1983/01/23","18 h 22 min 49 sec","3","C","BEARN (ARTIX)","PYRENEES OCCIDENTALES",""
"","640450","1983/01/24","20 h 38 min 49 sec","5","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","730193","1983/01/25","19 h 0 min 10 sec","5","B","TARENTAISE (MOUTIERS)","ALPES SAVOYARDES",""
"","250030","1983/02/03","2 h 48 min 30 sec","4","C","AVANT-PAYS JURASSIEN (RANDEVILLERS)","FRANCHE-COMTE",""
"","290037","1983/02/24","17 h","3","I","PAYS DE BREST (BREST)","BRETAGNE",""
"","680120","1983/02/25","4 h 37 min 18 sec","3","E","PLAINE DE HAUTE-ALSACE (MUNCHHOUSE)","ALSACE","REPLIQUE"
"","490081","1983/03/09","8 h 52 min 16 sec","2.5","C","VALLEE DU LAYON (CLERE)","ANJOU",""
"","640460","1983/03/17","13 h 45 min 12 sec","3.5","I","BEARN (ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",""
"","40163","1983/03/20","16 h 1 min 31 sec","5","B","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES",""
"","40164","1983/03/20","21 h 50 min 26 sec","4","B","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES","REPLIQUE"
"","870024","1983/03/21","16 h 45 min 5 sec","2.5","C","BASSE-MARCHE (LE DORAT)","LIMOUSIN","PRECURSEUR"
"","740129","1983/03/21","5 h 14 min 57 sec","4","C","CHABLAIS (MORZINE)","ALPES SAVOYARDES",""
"","870025","1983/03/23","6 h 53 min 5 sec","3.5","C","BASSE-MARCHE (LE DORAT)","LIMOUSIN",""
"","640451","1983/03/26","4 h 37 min 15 sec","3.5","B","BEARN (ARETTE)","PYRENEES OCCIDENTALES",""
"","640452","1983/03/30","18 h 11 min 19 sec","5","C","BEARN (ARETTE)","PYRENEES OCCIDENTALES",""
"","50092","1983/04/13","8 h 49 min 31 sec","4","B","QUEYRAS (REOTIER-SAINT-CREPIN)","ALPES DAUPHINOISES",""
"","640453","1983/04/17","11 h 38 min 49 sec","4","I","BEARN (ARTIX)","PYRENEES OCCIDENTALES",""
"","870029","1983/04/21","23 h 31 min 14 sec","3.5","C","BASSE-MARCHE (BELLAC)","LIMOUSIN","REPLIQUE"
"","870028","1983/04/21","19 h 7 min 2 sec","4","B","BASSE-MARCHE (BELLAC)","LIMOUSIN","REPLIQUE"
"","870026","1983/04/21","1 h 53 min 8 sec","5","B","BASSE-MARCHE (BELLAC)","LIMOUSIN",""
"","870027","1983/04/21","5 h 58 min 48 sec","3","B","BASSE-MARCHE (BELLAC)","LIMOUSIN","REPLIQUE"
"","60116","1983/04/23","0 h 18 min 28 sec","4","C","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES",""
"","790028","1983/04/26","22 h 56 min 6 sec","2","C","BOCAGE VENDEEN (GLENAY)","POITOU",""
"","640454","1983/06/06","1 h 29 min 48 sec","5","B","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","440067","1983/06/12","0 h 18 min 9 sec","3","C","ESTUAIRE DE LA LOIRE (LE PELLERIN)","PAYS NANTAIS ET VENDEEN",""
"","290036","1983/06/16","15 h 19 min 41 sec","3","B","PAYS DE BREST (BREST)","BRETAGNE",""
"","250032","1983/06/21","15 h 3 min 3 sec","4.5","C","JURA (ORNANS)","FRANCHE-COMTE",""
"","530014","1983/07/07","3 h 52 min 25 sec","4.5","A","PAYS DE GORRON (LANDIVY)","MAINE",""
"","640455","1983/07/18","23 h 44 min 0 sec","4.5","B","BEARN (ARTHEZ-DE-BEARN)","PYRENEES OCCIDENTALES",""
"","660086","1983/07/20","19 h 8 min 14 sec","4","C","CONFLENT (MONT-CANIGOU)","PYRENEES ORIENTALES",""
"","380105","1983/07/24","10 h 36 min 22 sec","2.5","I","BAS-PLATEAUX DAUPHINOIS (LA TOUR-DU-PIN)","DAUPHINE",""
"","50090","1983/07/25","18 h 31 min 16 sec","4","C","BRIANCONNAIS (BRIANCON)","ALPES DAUPHINOISES",""
"","1140058","1983/07/26","20 h 7 min 43 sec","5","C","VAL D'ARAN (VIELLA)","ESPAGNE",""
"","500051","1983/08/03","3 h 7 min 20 sec","3","I","AVRANCHIN (ST-JAMES)","NORMANDIE",""
"","440065","1983/08/14","15 h 35 min 52 sec","4.5","B","PAYS DE PONTCHATEAU (ST-GILDAS-DES-BOIS)","PAYS NANTAIS ET VENDEEN",""
"","640456","1983/08/17","1 h 31 min 47 sec","3","B","BEARN (ARTHEZ-DE-BEARN)","PYRENEES OCCIDENTALES",""
"","50089","1983/08/29","15 h 32 min 23 sec","3.5","C","BRIANCONNAIS (BRIANCON)","ALPES DAUPHINOISES",""
"","70011","1983/09/10","8 h 8 min 53 sec","5","I","BAS-VIVARAIS (ST-ETIENNE-DE-BOULOGNE)","CEVENNES",""
"","40162","1983/09/13","23 h 26 min 6 sec","4","I","UBAYE (JAUSIERS)","ALPES PROVENCALES",""
"","790027","1983/09/14","4 h 32 min 42 sec","4","A","BOCAGE VENDEEN (BRESSUIRE)","POITOU",""
"","60120","1983/10/13","8 h 52 min 28 sec","3","I","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","790030","1983/10/24","20 h 23 min 50 sec","4","B","MELLOIS (CHAUNAY)","POITOU",""
"","680117","1983/10/24","21 h 31 min 27 sec","3.5","C","PLAINE DE HAUTE-ALSACE (OTTMARSHEIM)","ALSACE",""
"","640458","1983/10/26","6 h 3 min 33 sec","3","B","OSSAU (LOUVIE-JUZON)","PYRENEES OCCIDENTALES",""
"","60118","1983/11/01","4 h 3 min 50 sec","3.5","B","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","60117","1983/11/01","4 h 0 min 26 sec","4","B","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","1100022","1983/11/08","0 h 49 min 35 sec","7.5","A","PAYS DE LIEGE (LIEGE)","BELGIQUE",""
"","730194","1983/11/11","21 h 10 min 28 sec","5","B","VANOISE (TIGNES)","ALPES SAVOYARDES",""
"","790031","1983/11/20","23 h 41 min 11 sec","4","B","PLAINE DE NIORT (VILLIERS-EN-PLAINE)","POITOU",""
"","60121","1983/12/04","17 h 34 min 53 sec","4","C","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","60124","1983/12/05","10 h 39 min 37 sec","4","C","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","60125","1983/12/10","23 h 39 min 12 sec","3","I","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","680115","1983/12/11","16 h 0 min 23 sec","4","C","VOSGES ALSACIENNES (MUNSTER)","ALSACE",""
"","680116","1983/12/11","21 h 36 min 56 sec","3","C","VOSGES ALSACIENNES (MUNSTER)","ALSACE","REPLIQUE"
"","60127","1983/12/14","14 h 45 min 40 sec","3.5","I","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","60128","1983/12/15","22 h 16 min 31 sec","4","I","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","40165","1983/12/22","18 h 12 min 22 sec","4","B","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",""
"","650444","1983/12/25","16 h 47 min 54 sec","3.5","I","BIGORRE (OSSEN)","PYRENEES CENTRALES",""
"","40166","1984/01/10","15 h 58 min 30 sec","3.5","I","UBAYE (BARCELONNETTE)","ALPES PROVENCALES",""
"","60137","1984/01/12","11 h 54 min 37 sec","4","I","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","830016","1984/01/30","20 h 8 min 26 sec","3.5","I","BASSE-PROVENCE (AIGUINES)","PROVENCE",""
"","130118","1984/02/19","21 h 14 min 37 sec","6","A","BASSE-PROVENCE (MIMET)","PROVENCE",""
"","130119","1984/02/20","3 h 34 min 51 sec","4","B","BASSE-PROVENCE (MIMET)","PROVENCE","REPLIQUE"
"","650445","1984/02/23","5 h 51 min 43 sec","5","B","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","640462","1984/02/25","2 h 3 min 17 sec","6","B","PAYS BASQUE (BAIGORRY)","PYRENEES OCCIDENTALES",""
"","50096","1984/04/05","6 h 37 min 30 sec","3.5","I","QUEYRAS (L'ARGENTIERE-LA-BESSEE)","ALPES DAUPHINOISES",""
"","260192","1984/04/17","8 h 53 min 39 sec","5.5","A","VERCORS (ROCHEFORT-SAMSON)","DAUPHINE",""
"","260193","1984/04/19","20 h 41 min 18 sec","5","A","VERCORS (ROCHEFORT-SAMSON)","DAUPHINE","REPLIQUE"
"","740131","1984/05/03","8 h 56 min 51 sec","5","B","FAUCIGNY (CLUSES)","ALPES SAVOYARDES",""
"","40176","1984/06/19","11 h 40 min 37 sec","6","A","PREALPES DE DIGNE (AIGLUN)","ALPES PROVENCALES",""
"","40177","1984/06/30","19 h 34 min 6 sec","5.5","A","PREALPES DE DIGNE (AIGLUN)","ALPES PROVENCALES","REPLIQUE"
"","640468","1984/08/29","23 h 30 min 12 sec","5","B","PAYS BASQUE (BEHORLEGUY)","PYRENEES OCCIDENTALES",""
"","1120109","1984/09/05","5 h 16 min 50 sec","6","C","ZURICH","SUISSE",""
"","640493","1984/09/10","5 h 53 min 22 sec","4","B","OSSAU (LOUVIE-JUZON)","PYRENEES OCCIDENTALES",""
"","1140075","1984/09/26","4 h 54 min 27 sec","5","B","CERDAGNE (RIBAS DE FRESER)","ESPAGNE",""
"","250033","1984/10/13","21 h 23 min 15 sec","4","B","AVANT-PAYS JURASSIEN (BESANCON)","FRANCHE-COMTE",""
"","730197","1984/11/05","7 h 56 min 1 sec","4","B","MAURIENNE (ST-JEAN-DE-MAURIENNE)","ALPES SAVOYARDES",""
"","650447","1984/11/17","4 h 10 min 42 sec","4.5","C","BIGORRE (PIC DU MIDI ?)","PYRENEES CENTRALES",""
"","660087","1984/12/02","21 h 49 min 11 sec","5","B","FENOUILLEDES (ST-PAUL-DE-FENOUILLET)","PYRENEES ORIENTALES",""
"","880049","1984/12/22","2 h 18 min 18 sec","5","B","HAUTES-VOSGES (ELOYES-REMIREMONT)","VOSGES","PRECURSEUR"
"","880053","1984/12/29","11 h 2 min 37 sec","6","A","HAUTES-VOSGES (ELOYES-REMIREMONT)","VOSGES",""
"","880059","1984/12/31","23 h 26 min 53 sec","5","B","HAUTES-VOSGES (ELOYES-REMIREMONT)","VOSGES","REPLIQUE"
"","730198","1985/01/04","23 h 59 min 56 sec","5","B","VANOISE (ST-MARTIN-DE-BELLEVILLE)","ALPES SAVOYARDES",""
"","1120164","1985/01/04","16 h 57 min 40 sec","3.5","C","BAS-VALAIS (W. MARTIGNY ?)","SUISSE",""
"","30034","1985/01/17","3 h 11 min 36 sec","3","B","BOCAGE BOURBONNAIS (BUXIERES-LES-MINES)","BOURBONNAIS",""
"","650448","1985/02/08","1 h 31 min 4 sec","5","C","BIGORRE (BEAUDEAN)","PYRENEES CENTRALES",""
"","40194","1985/02/10","21 h 59 min 40 sec","3.5","I","PREALPES DE DIGNE (DIGNE)","ALPES PROVENCALES",""
"","680121","1985/02/28","21 h 33 min 2 sec","5","B","SUNDGAU (BLOTZHEIM)","ALSACE",""
"","740132","1985/04/06","4 h 18 min 37 sec","4","B","AVANT-PAYS SAVOYARD (THONON-LES-BAINS)","ALPES SAVOYARDES",""
"","130121","1985/05/28","0 h 49 min 42 sec","5","B","BASSE-PROVENCE (MIMET)","PROVENCE",""
"","740133","1985/05/29","6 h 1 min 38 sec","4","I","CHABLAIS (CHATEL)","ALPES SAVOYARDES",""
"","1150095","1985/06/06","19 h","4","I","KENT (DEAL)","GRANDE-BRETAGNE",""
"","840091","1985/07/15","2 h 55 min 13 sec","4","B","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)","VAUCLUSE",""
"","640471","1985/08/05","7 h 51 min 23 sec","4.5","I","OSSAU (CASTET)","PYRENEES OCCIDENTALES",""
"","640470","1985/08/27","23 h 23 min 2 sec","4","B","BEARN (ISSOR)","PYRENEES OCCIDENTALES",""
"","370026","1985/09/30","11 h 16 min 28 sec","5","A","GATINE TOURANGELLE (NEUILLE-PONT-PIERRE)","TOURAINE",""
